Protein_ID,Sequence_Length,Molecular_Weight_kDa,Isoelectric_Point,Hydrophobicity,Secondary_Structure,Buffer_Type,Precipitant_Type,Precipitant_Concentration_%,pH,Temperature_C,Crystallization_Method,Crystallized
P05033,565,121.32,5.78,0.485,Alpha,Tris,Ammonium sulfate,22.57,5.3,37,Sitting-drop,1
P05034,651,142.3,8.36,-0.678,Alpha,Tris,Ammonium sulfate,7.37,4.7,25,Batch under oil,0
P05035,153,9.65,6.26,-0.323,Beta,Tris,MPD,11.54,8.5,4,Dialysis,0
P05036,442,11.61,8.31,0.212,Beta,Tris,MPD,14.65,6.6,37,Batch under oil,0
P05037,680,54.95,4.86,0.755,Mixed,Tris,PEG 3350,17.58,6.1,37,Vapor diffusion,1
P05038,694,17.73,9.48,0.271,Mixed,Phosphate,PEG 3350,13.71,8.1,37,Hanging-drop,0
P05039,873,74.5,9.28,0.879,Mixed,HEPES,MPD,21.48,4.4,25,Microbatch,1
P05040,657,110.66,4.9,0.862,Alpha,Citrate,MPD,28.07,7.9,4,Vapor diffusion,1
P05041,483,87.2,9.63,0.437,Mixed,Citrate,Ethanol,17.08,6.9,4,Batch under oil,1
P05042,380,33.48,7.35,-0.443,Beta,HEPES,Ammonium sulfate,6.31,6.3,4,Sitting-drop,1
P05043,192,99.95,8.21,0.366,Alpha,Phosphate,Ethanol,27.18,7.6,25,Microbatch,0
P05044,849,104.3,9.04,-0.615,Mixed,Phosphate,Ammonium sulfate,35.79,4.1,25,Vapor diffusion,0
P05045,589,140.2,4.5,-0.334,Beta,Citrate,PEG 3350,9.36,4.6,4,Counter-diffusion,0
P05046,327,26.29,5.02,0.516,Beta,Citrate,PEG 3350,11.48,6.2,25,Dialysis,0
P05047,282,105.39,5.74,0.701,Mixed,Tris,Ammonium sulfate,6.04,4.5,25,Batch under oil,0
P05048,578,137.16,6.86,-0.166,Beta,HEPES,PEG 3350,12.65,6.7,20,Hanging-drop,0
P05049,620,77.73,6.08,0.047,Beta,Tris,Ammonium sulfate,15.35,7.3,20,Batch under oil,1
P05050,139,57.46,7.04,-0.228,Beta,Tris,MPD,20.96,7.5,4,Microbatch,1
P05051,541,29.76,5.12,-0.041,Mixed,Tris,MPD,29.49,5.3,37,Hanging-drop,1
P05052,248,130.68,8.09,0.025,Beta,HEPES,PEG 3350,20.15,8.2,25,Batch under oil,0
P05053,411,62.17,4.33,0.384,Alpha,HEPES,PEG 3350,17.77,4.5,37,Dialysis,1
P05054,490,139.11,6.17,0.501,Beta,HEPES,Ethanol,28.93,9.1,4,Counter-diffusion,0
P05055,75,127.92,5.07,0.95,Beta,Tris,PEG 3350,27.57,4.7,37,Batch under oil,0
P05056,74,59.61,8.38,-0.125,Mixed,Phosphate,Ammonium sulfate,19.84,6.4,25,Microbatch,1
P05057,443,88.22,9.3,-0.834,Beta,HEPES,Ammonium sulfate,16.85,4.2,37,Sitting-drop,1
P05058,556,8.94,4.47,0.376,Mixed,Tris,Ammonium sulfate,18.3,6.7,37,Dialysis,1
P05059,350,43.17,8.71,-0.003,Mixed,Phosphate,Ethanol,19.17,9.1,20,Hanging-drop,0
P05060,388,107.99,9.37,0.682,Mixed,Citrate,MPD,8.14,5.2,4,Dialysis,0
P05061,316,103.3,9.84,-0.707,Mixed,Tris,Ammonium sulfate,11.36,9.0,4,Batch under oil,0
P05062,510,56.24,7.48,0.29,Beta,Citrate,Ethanol,27.98,6.8,20,Sitting-drop,1
P05063,742,122.25,5.96,-0.081,Beta,Citrate,Ethanol,37.6,4.6,4,Vapor diffusion,0
P05064,505,39.2,5.93,-0.161,Mixed,HEPES,PEG 3350,7.96,8.2,20,Free interface diffusion,0
P05065,409,71.88,6.27,0.13,Mixed,Tris,PEG 3350,9.23,6.4,25,Free interface diffusion,1
P05066,117,73.52,7.68,0.368,Mixed,HEPES,MPD,8.45,6.6,25,Dialysis,1
P05067,912,54.42,6.94,0.702,Mixed,Phosphate,Ethanol,13.94,7.4,20,Microbatch,0
P05068,461,143.43,7.92,-0.53,Beta,HEPES,Ammonium sulfate,32.74,8.6,25,Free interface diffusion,0
P05069,540,106.02,4.24,-0.414,Alpha,Citrate,Ethanol,34.26,6.3,25,Batch under oil,0
P05070,882,83.18,4.64,0.097,Beta,Citrate,PEG 3350,36.21,8.1,20,Dialysis,0
P05071,98,79.02,9.86,-0.307,Mixed,Tris,Ethanol,32.44,4.9,4,Vapor diffusion,1
P05072,736,28.1,9.97,0.137,Mixed,Phosphate,Ammonium sulfate,21.06,4.3,20,Dialysis,1
P05073,613,58.97,8.48,-0.6,Mixed,Citrate,Ethanol,24.89,4.3,20,Sitting-drop,1
P05074,151,102.55,5.54,-0.385,Mixed,Tris,MPD,28.97,4.2,25,Sitting-drop,1
P05075,265,139.06,9.72,-0.35,Alpha,Tris,MPD,13.67,6.9,37,Dialysis,1
P05076,487,123.39,5.28,0.985,Mixed,HEPES,MPD,24.08,6.1,37,Sitting-drop,1
P05077,749,48.56,8.39,0.709,Alpha,Citrate,PEG 3350,23.02,8.3,20,Sitting-drop,0
P05078,618,67.92,4.69,0.675,Beta,HEPES,MPD,31.84,4.0,4,Microbatch,0
P05079,608,17.02,7.89,0.027,Alpha,Citrate,Ethanol,13.2,7.7,25,Microbatch,0
P05080,208,19.81,8.56,-0.066,Beta,Citrate,Ammonium sulfate,37.2,6.1,37,Dialysis,0
P05081,538,73.18,9.16,-0.86,Alpha,Phosphate,MPD,18.54,6.6,37,Vapor diffusion,1
P05082,735,81.88,8.41,-0.605,Mixed,HEPES,Ammonium sulfate,22.29,4.7,20,Hanging-drop,1
P05083,291,43.28,9.54,0.791,Alpha,Tris,PEG 3350,16.73,8.2,4,Vapor diffusion,1
P05084,843,98.2,7.13,0.051,Mixed,HEPES,PEG 3350,9.04,8.8,4,Microbatch,0
P05085,802,106.99,8.06,0.975,Alpha,Phosphate,PEG 3350,11.22,4.2,20,Counter-diffusion,0
P05086,931,48.37,6.22,0.184,Beta,Citrate,PEG 3350,39.66,5.9,4,Sitting-drop,0
P05087,54,114.97,4.06,-0.245,Alpha,HEPES,MPD,17.24,6.3,4,Counter-diffusion,1
P05088,645,34.81,8.54,-0.452,Alpha,HEPES,Ethanol,9.04,8.7,4,Counter-diffusion,0
P05089,869,83.92,9.22,0.837,Beta,Phosphate,PEG 3350,20.58,8.4,37,Microbatch,0
P05090,410,121.62,5.04,-0.259,Alpha,Citrate,Ammonium sulfate,9.8,7.0,25,Microbatch,0
P05091,508,82.87,4.17,-0.708,Beta,Citrate,PEG 3350,26.52,5.0,37,Hanging-drop,0
P05092,297,136.65,4.99,-0.443,Alpha,Tris,MPD,5.84,7.0,25,Hanging-drop,0
P05093,615,13.48,9.37,0.291,Beta,Citrate,Ethanol,24.62,6.4,37,Vapor diffusion,1
P05094,722,90.31,5.77,-0.734,Beta,Citrate,Ethanol,29.04,9.0,4,Counter-diffusion,0
P05095,995,86.45,5.4,-0.817,Mixed,Citrate,MPD,7.83,5.5,20,Microbatch,0
P05096,471,100.75,4.09,-0.085,Beta,Citrate,Ethanol,10.18,8.4,25,Counter-diffusion,0
P05097,972,125.84,5.78,-0.833,Beta,Citrate,MPD,32.11,7.1,20,Sitting-drop,0
P05098,787,110.25,8.29,-0.214,Mixed,Tris,MPD,19.73,4.2,37,Vapor diffusion,1
P05099,64,119.59,9.75,-0.355,Mixed,Citrate,Ethanol,8.23,5.4,37,Batch under oil,0
P05100,785,46.88,5.88,-0.217,Beta,HEPES,MPD,35.18,4.7,25,Free interface diffusion,0
P05101,622,61.19,5.44,-0.024,Mixed,HEPES,Ammonium sulfate,30.79,6.6,20,Hanging-drop,1
P05102,171,95.88,9.33,-0.629,Beta,Citrate,MPD,11.55,8.4,4,Vapor diffusion,0
P05103,326,85.25,9.12,-0.115,Beta,HEPES,PEG 3350,17.15,7.2,4,Vapor diffusion,1
P05104,607,144.36,5.97,-0.277,Alpha,Tris,PEG 3350,24.88,5.8,4,Dialysis,1
P05105,502,32.09,4.41,0.591,Beta,HEPES,PEG 3350,5.76,8.0,37,Microbatch,0
P05106,439,55.94,9.95,0.389,Mixed,Tris,PEG 3350,22.14,7.4,37,Sitting-drop,1
P05107,343,88.05,8.08,0.745,Alpha,Tris,MPD,16.92,4.4,37,Batch under oil,0
P05108,623,130.85,9.56,0.338,Alpha,Phosphate,MPD,37.4,4.6,4,Vapor diffusion,0
P05109,647,139.76,6.05,-0.758,Mixed,HEPES,MPD,12.91,4.6,25,Dialysis,1
P05110,495,53.73,7.89,0.014,Mixed,HEPES,PEG 3350,18.95,5.8,37,Batch under oil,1
P05111,259,14.73,8.05,0.485,Alpha,Citrate,PEG 3350,10.68,7.2,25,Microbatch,0
P05112,639,66.13,9.24,0.683,Mixed,Citrate,PEG 3350,9.49,9.1,25,Sitting-drop,0
P05113,763,62.18,9.96,-0.637,Mixed,Phosphate,Ethanol,14.79,7.7,4,Counter-diffusion,0
P05114,351,148.04,4.65,-0.553,Beta,Citrate,Ethanol,33.57,7.9,37,Batch under oil,0
P05115,958,67.5,7.79,0.724,Mixed,HEPES,Ammonium sulfate,18.22,4.5,25,Hanging-drop,1
P05116,272,49.33,6.02,-0.029,Beta,Tris,MPD,11.53,4.6,4,Dialysis,0
P05117,783,57.98,8.87,-0.095,Mixed,Phosphate,Ethanol,5.59,4.8,20,Batch under oil,0
P05118,52,62.55,8.52,-0.012,Mixed,Tris,MPD,24.19,7.2,37,Sitting-drop,1
P05119,567,124.12,9.36,-0.653,Mixed,Citrate,MPD,22.33,8.1,4,Sitting-drop,1
P05120,142,16.75,6.06,0.255,Mixed,Tris,Ammonium sulfate,12.37,8.4,25,Sitting-drop,1
P05121,569,50.89,5.11,0.616,Alpha,Phosphate,PEG 3350,17.71,5.2,37,Counter-diffusion,0
P05122,477,145.12,4.13,0.674,Alpha,HEPES,MPD,15.09,8.0,4,Microbatch,1
P05123,542,27.2,5.53,-0.939,Mixed,HEPES,PEG 3350,29.91,5.8,20,Dialysis,1
P05124,284,112.68,6.2,0.43,Alpha,Phosphate,MPD,17.87,7.1,37,Vapor diffusion,1
P05125,669,56.68,9.68,-0.818,Mixed,Tris,Ethanol,21.44,6.8,20,Microbatch,1
P05126,210,89.36,6.95,0.934,Mixed,Phosphate,Ethanol,39.63,4.4,25,Counter-diffusion,0
P05127,770,19.43,7.34,-0.036,Beta,HEPES,PEG 3350,36.34,8.6,37,Dialysis,0
P05128,801,49.43,9.28,0.551,Beta,Tris,PEG 3350,28.03,8.0,20,Free interface diffusion,1
P05129,380,77.63,9.31,0.244,Mixed,Citrate,Ethanol,21.89,7.7,25,Microbatch,1
P05130,382,38.6,7.17,0.904,Alpha,HEPES,PEG 3350,17.33,5.9,25,Dialysis,1
P05131,99,83.57,4.68,0.947,Alpha,Phosphate,Ethanol,38.01,9.5,4,Hanging-drop,0
P05132,572,36.87,5.62,-0.442,Mixed,HEPES,PEG 3350,36.94,4.3,4,Sitting-drop,1
P05133,912,99.26,6.74,-0.034,Alpha,Citrate,MPD,10.78,5.7,25,Microbatch,0
P05134,717,136.13,8.51,0.008,Mixed,Tris,Ethanol,13.82,4.7,25,Free interface diffusion,0
P05135,541,17.4,8.27,-0.645,Beta,Phosphate,MPD,18.67,5.3,20,Vapor diffusion,0
P05136,631,36.41,7.86,0.808,Alpha,HEPES,Ethanol,21.01,6.5,20,Batch under oil,1
P05137,730,127.44,9.28,-0.301,Alpha,HEPES,PEG 3350,23.98,7.4,20,Vapor diffusion,1
P05138,321,96.58,8.82,-0.825,Beta,Phosphate,PEG 3350,6.35,4.5,25,Counter-diffusion,0
P05139,629,16.41,9.89,-0.691,Mixed,Tris,MPD,7.38,7.2,4,Counter-diffusion,1
P05140,916,75.52,9.33,0.027,Alpha,Citrate,MPD,21.43,8.3,20,Batch under oil,0
P05141,301,35.41,5.17,0.763,Beta,Phosphate,Ethanol,37.14,9.1,20,Dialysis,0
P05142,609,33.87,4.35,0.256,Alpha,HEPES,Ammonium sulfate,30.98,5.1,20,Counter-diffusion,0
P05143,745,141.39,6.49,-0.57,Beta,Citrate,Ammonium sulfate,24.01,8.9,37,Sitting-drop,0
P05144,881,115.42,7.71,-0.406,Alpha,Tris,Ammonium sulfate,6.0,8.8,25,Free interface diffusion,0
P05145,748,105.95,7.86,0.952,Mixed,Phosphate,Ammonium sulfate,7.39,5.5,20,Batch under oil,0
P05146,139,39.64,5.61,-0.894,Alpha,Tris,PEG 3350,27.05,7.8,4,Hanging-drop,1
P05147,495,22.19,9.16,0.989,Beta,Citrate,MPD,11.71,7.8,20,Microbatch,0
P05148,381,131.27,5.98,0.812,Mixed,Tris,Ammonium sulfate,25.16,9.2,37,Vapor diffusion,1
P05149,188,5.85,9.51,0.357,Alpha,Citrate,Ammonium sulfate,20.87,5.3,25,Sitting-drop,0
P05150,406,61.27,6.83,0.886,Beta,HEPES,MPD,11.46,4.5,4,Dialysis,0
P05151,650,45.25,4.06,-0.695,Beta,Citrate,Ethanol,21.29,7.1,37,Batch under oil,0
P05152,323,87.7,4.97,0.885,Mixed,Phosphate,Ethanol,36.04,5.4,4,Batch under oil,0
P05153,68,41.32,4.61,-0.575,Alpha,Citrate,PEG 3350,12.86,5.3,4,Free interface diffusion,0
P05154,360,50.12,4.26,0.092,Mixed,Citrate,Ethanol,38.49,9.1,4,Hanging-drop,0
P05155,919,128.26,8.28,-0.022,Beta,HEPES,Ammonium sulfate,13.02,8.0,25,Batch under oil,0
P05156,935,92.46,5.15,0.025,Beta,Tris,MPD,20.98,7.7,25,Hanging-drop,1
P05157,203,26.12,9.03,-0.465,Alpha,HEPES,Ammonium sulfate,30.3,9.2,20,Free interface diffusion,0
P05158,439,110.34,5.59,0.561,Beta,Phosphate,MPD,32.11,4.4,4,Batch under oil,0
P05159,309,35.08,4.19,0.485,Mixed,Citrate,PEG 3350,15.86,7.2,25,Dialysis,1
P05160,669,67.79,8.92,0.908,Beta,HEPES,PEG 3350,5.58,6.7,4,Batch under oil,0
P05161,932,98.76,6.8,0.014,Alpha,Phosphate,Ammonium sulfate,26.91,5.7,4,Hanging-drop,0
P05162,846,44.43,7.6,0.096,Alpha,Tris,Ethanol,16.28,7.2,37,Batch under oil,1
P05163,620,60.7,6.02,0.807,Beta,HEPES,Ethanol,23.24,8.4,4,Microbatch,0
P05164,174,111.45,4.28,0.839,Mixed,Citrate,PEG 3350,7.26,7.1,4,Microbatch,0
P05165,403,141.0,6.22,0.299,Alpha,HEPES,MPD,18.69,5.0,37,Sitting-drop,1
P05166,322,81.74,7.11,0.641,Beta,HEPES,MPD,27.09,7.1,25,Free interface diffusion,1
P05167,668,6.45,4.07,0.01,Beta,Citrate,PEG 3350,7.91,5.1,25,Vapor diffusion,0
P05168,860,54.08,7.45,-0.224,Beta,Phosphate,PEG 3350,21.56,4.8,37,Sitting-drop,0
P05169,294,62.8,9.36,0.728,Mixed,Citrate,Ammonium sulfate,20.29,7.0,20,Microbatch,1
P05170,897,54.18,5.31,0.555,Mixed,Tris,Ethanol,15.92,4.6,4,Counter-diffusion,1
P05171,499,68.26,9.56,-0.515,Mixed,HEPES,Ethanol,39.5,6.1,20,Microbatch,1
P05172,979,96.74,4.59,-0.905,Alpha,Phosphate,Ethanol,39.1,7.6,25,Vapor diffusion,0
P05173,296,22.56,8.95,0.131,Beta,Tris,Ammonium sulfate,22.14,7.2,4,Hanging-drop,1
P05174,569,44.53,9.04,0.683,Mixed,Citrate,PEG 3350,11.6,6.7,37,Sitting-drop,1
P05175,190,78.61,5.55,-0.506,Alpha,Phosphate,Ethanol,21.31,5.3,20,Vapor diffusion,0
P05176,411,50.76,9.75,0.535,Alpha,Phosphate,Ammonium sulfate,34.68,5.7,25,Microbatch,0
P05177,57,148.71,6.5,-0.172,Alpha,Citrate,MPD,17.07,5.2,25,Vapor diffusion,0
P05178,527,67.56,4.85,-0.329,Alpha,Phosphate,Ethanol,16.94,6.9,20,Sitting-drop,1
P05179,401,131.12,7.55,-0.654,Mixed,Tris,MPD,33.31,8.9,20,Free interface diffusion,0
P05180,544,134.99,9.98,0.869,Alpha,Phosphate,Ammonium sulfate,26.98,8.6,20,Batch under oil,0
P05181,655,126.22,9.4,-0.549,Mixed,Tris,Ethanol,19.19,8.4,37,Vapor diffusion,1
P05182,882,11.8,5.67,-0.442,Mixed,Phosphate,PEG 3350,23.15,5.6,20,Counter-diffusion,0
P05183,476,142.42,7.46,-0.337,Mixed,HEPES,Ethanol,25.81,6.6,25,Hanging-drop,1
P05184,88,23.67,4.69,-0.431,Beta,Phosphate,Ammonium sulfate,10.64,6.2,4,Free interface diffusion,0
P05185,642,9.99,6.77,-0.674,Mixed,Tris,MPD,21.7,6.9,4,Counter-diffusion,1
P05186,236,65.08,7.14,-0.291,Alpha,HEPES,Ethanol,23.31,6.4,37,Vapor diffusion,1
P05187,645,33.22,5.89,-0.056,Beta,Citrate,Ammonium sulfate,39.84,6.5,20,Counter-diffusion,0
P05188,649,31.71,6.91,0.104,Beta,Citrate,Ammonium sulfate,13.84,4.4,4,Vapor diffusion,0
P05189,803,46.73,9.52,-0.687,Beta,Phosphate,Ethanol,13.68,5.1,25,Hanging-drop,0
P05190,903,41.02,7.0,0.559,Mixed,HEPES,Ammonium sulfate,31.63,6.1,20,Batch under oil,1
P05191,142,104.3,8.99,-0.377,Mixed,Phosphate,MPD,16.73,5.3,20,Hanging-drop,0
P05192,135,32.08,5.9,0.836,Beta,Phosphate,MPD,6.97,8.8,4,Sitting-drop,0
P05193,93,83.75,9.83,-0.341,Alpha,HEPES,MPD,38.53,9.0,37,Hanging-drop,0
P05194,186,148.03,4.56,0.726,Beta,Citrate,Ammonium sulfate,6.46,7.8,25,Dialysis,0
P05195,470,67.7,7.51,-0.295,Mixed,HEPES,MPD,37.18,9.2,4,Dialysis,1
P05196,123,98.07,8.74,0.012,Mixed,Tris,PEG 3350,33.45,4.6,4,Microbatch,0
P05197,597,145.56,8.88,-0.255,Alpha,HEPES,PEG 3350,26.38,5.9,37,Free interface diffusion,0
P05198,662,24.96,5.19,-0.226,Alpha,Citrate,PEG 3350,35.86,9.4,20,Sitting-drop,0
P05199,561,65.7,6.41,0.237,Beta,HEPES,Ammonium sulfate,11.85,7.6,37,Batch under oil,0
P05200,205,128.28,7.75,0.386,Mixed,Tris,Ethanol,11.56,9.3,37,Batch under oil,0
P05201,987,140.18,5.9,0.741,Beta,HEPES,Ethanol,20.53,5.2,37,Vapor diffusion,1
P05202,304,92.18,7.95,0.138,Alpha,Phosphate,PEG 3350,39.88,6.5,4,Microbatch,0
P05203,220,25.8,6.27,-0.566,Beta,HEPES,Ammonium sulfate,5.32,5.4,25,Microbatch,0
P05204,777,135.71,6.11,0.979,Beta,HEPES,PEG 3350,9.97,9.0,4,Vapor diffusion,0
P05205,219,30.29,4.65,0.368,Mixed,Citrate,PEG 3350,30.16,7.5,37,Sitting-drop,1
P05206,813,56.17,4.24,-0.25,Mixed,Phosphate,MPD,14.04,7.7,37,Vapor diffusion,1
P05207,921,59.45,9.01,0.936,Mixed,Phosphate,Ammonium sulfate,24.4,7.3,37,Batch under oil,1
P05208,371,69.86,6.94,0.917,Beta,Phosphate,PEG 3350,30.0,8.4,20,Batch under oil,0
P05209,616,119.57,7.38,-0.841,Mixed,HEPES,MPD,34.42,6.8,20,Sitting-drop,1
P05210,505,121.31,6.23,-0.96,Mixed,Tris,Ammonium sulfate,24.49,8.8,20,Sitting-drop,1
P05211,993,109.35,4.82,-0.911,Alpha,Citrate,PEG 3350,8.53,4.2,25,Hanging-drop,0
P05212,652,8.21,6.7,0.371,Mixed,HEPES,Ethanol,29.29,8.4,4,Free interface diffusion,1
P05213,839,86.9,5.37,0.422,Alpha,Citrate,PEG 3350,22.54,4.1,4,Sitting-drop,0
P05214,662,113.39,9.03,0.448,Beta,HEPES,Ethanol,29.29,5.8,4,Batch under oil,0
P05215,204,69.47,9.92,0.26,Beta,Phosphate,MPD,7.0,6.5,37,Free interface diffusion,0
P05216,938,142.02,9.33,-0.429,Mixed,Citrate,PEG 3350,5.12,7.0,4,Hanging-drop,0
P05217,398,124.45,7.17,-0.666,Alpha,Phosphate,MPD,36.75,9.0,37,Counter-diffusion,0
P05218,500,97.53,7.77,0.856,Mixed,HEPES,MPD,24.89,8.9,25,Vapor diffusion,1
P05219,925,14.05,9.69,0.826,Alpha,Tris,PEG 3350,11.25,8.5,20,Microbatch,0
P05220,702,99.59,7.23,-0.515,Mixed,Citrate,MPD,29.66,9.4,37,Batch under oil,0
P05221,222,137.18,7.83,-0.664,Alpha,Phosphate,Ethanol,29.76,5.6,4,Microbatch,0
P05222,59,60.02,7.78,-0.249,Alpha,HEPES,PEG 3350,37.02,8.1,4,Batch under oil,0
P05223,789,126.53,8.25,-0.903,Beta,Phosphate,Ammonium sulfate,31.84,4.3,4,Batch under oil,0
P05224,314,50.41,7.84,-0.676,Alpha,HEPES,Ethanol,34.35,5.8,25,Free interface diffusion,0
P05225,487,87.66,8.02,-0.239,Beta,Phosphate,Ammonium sulfate,34.24,5.8,4,Dialysis,0
P05226,809,99.02,8.36,-0.523,Mixed,Phosphate,Ammonium sulfate,15.28,5.4,37,Vapor diffusion,1
P05227,296,103.31,8.85,0.474,Mixed,HEPES,Ethanol,23.27,9.4,37,Hanging-drop,1
P05228,716,132.97,6.42,0.81,Alpha,Phosphate,MPD,6.24,9.2,20,Free interface diffusion,0
P05229,595,39.02,8.48,0.818,Beta,Citrate,MPD,6.5,6.2,25,Vapor diffusion,0
P05230,548,43.04,4.6,0.209,Beta,Citrate,PEG 3350,35.84,6.0,37,Free interface diffusion,0
P05231,178,107.09,9.26,0.407,Mixed,HEPES,Ammonium sulfate,6.79,6.7,37,Batch under oil,1
P05232,721,30.69,5.74,-0.012,Beta,HEPES,MPD,24.21,6.4,4,Free interface diffusion,1
P05233,650,72.32,6.42,-0.707,Beta,Phosphate,MPD,37.5,5.7,20,Counter-diffusion,0
P05234,654,7.9,8.82,0.27,Mixed,HEPES,PEG 3350,12.19,5.4,37,Vapor diffusion,1
P05235,376,25.44,7.82,-0.3,Beta,Phosphate,Ammonium sulfate,20.49,9.1,25,Free interface diffusion,0
P05236,802,103.43,5.85,-0.988,Mixed,Citrate,Ethanol,27.67,5.1,20,Free interface diffusion,0
P05237,884,113.38,5.35,0.15,Beta,Tris,Ethanol,24.66,6.2,4,Batch under oil,1
P05238,453,21.72,9.75,-0.603,Alpha,Tris,Ammonium sulfate,17.73,7.8,37,Vapor diffusion,1
P05239,678,38.02,4.53,0.773,Mixed,HEPES,MPD,32.57,9.4,37,Batch under oil,0
P05240,655,19.34,4.03,0.868,Mixed,Citrate,MPD,19.33,7.9,20,Batch under oil,1
P05241,724,67.84,8.04,-0.676,Mixed,HEPES,Ethanol,18.51,7.0,4,Dialysis,1
P05242,660,23.29,7.69,-0.941,Alpha,HEPES,Ammonium sulfate,5.76,6.5,37,Hanging-drop,0
P05243,674,68.41,8.43,-0.992,Mixed,Citrate,MPD,35.26,7.5,4,Dialysis,1
P05244,408,111.15,8.39,0.826,Alpha,Tris,PEG 3350,39.98,7.8,25,Hanging-drop,0
P05245,652,104.09,9.18,-0.696,Beta,Phosphate,Ammonium sulfate,31.01,9.5,37,Dialysis,0
P05246,907,45.67,9.53,-0.129,Alpha,Citrate,Ammonium sulfate,38.98,5.9,4,Dialysis,0
P05247,767,102.7,8.65,-0.886,Mixed,HEPES,Ammonium sulfate,22.34,5.2,37,Vapor diffusion,1
P05248,66,139.52,5.39,-0.253,Alpha,Tris,Ethanol,25.36,6.3,25,Microbatch,1
P05249,323,55.39,6.78,0.571,Alpha,Citrate,Ethanol,35.96,5.4,4,Hanging-drop,0
P05250,734,52.72,7.85,-0.187,Alpha,Phosphate,MPD,23.34,4.3,4,Hanging-drop,0
P05251,165,87.86,7.24,0.551,Alpha,Phosphate,MPD,7.5,9.3,20,Vapor diffusion,0
P05252,910,40.6,4.95,0.378,Beta,Tris,Ethanol,30.84,4.3,25,Batch under oil,0
P05253,742,99.48,7.54,0.035,Beta,Phosphate,MPD,9.87,6.6,25,Vapor diffusion,0
P05254,140,125.68,9.32,0.475,Beta,Citrate,Ammonium sulfate,17.0,6.6,20,Batch under oil,0
P05255,131,71.6,6.51,0.758,Mixed,Citrate,Ethanol,34.56,5.0,20,Vapor diffusion,0
P05256,373,103.53,8.01,0.586,Alpha,Tris,MPD,14.72,7.2,4,Dialysis,1
P05257,163,99.52,7.7,0.383,Beta,Tris,Ethanol,37.71,8.5,20,Vapor diffusion,0
P05258,818,10.61,6.26,0.404,Mixed,Phosphate,Ethanol,33.53,8.8,20,Vapor diffusion,0
P05259,107,31.6,7.39,-0.678,Mixed,HEPES,Ethanol,38.89,6.0,20,Hanging-drop,1
P05260,203,134.56,5.26,0.901,Alpha,HEPES,Ethanol,8.67,5.1,4,Batch under oil,0
P05261,926,141.14,7.28,-0.589,Alpha,Tris,Ammonium sulfate,15.31,6.8,25,Dialysis,1
P05262,453,118.16,8.79,-0.302,Alpha,HEPES,Ammonium sulfate,32.69,4.7,4,Microbatch,0
P05263,677,138.58,8.55,0.036,Alpha,HEPES,MPD,28.57,8.7,37,Free interface diffusion,0
P05264,904,49.39,6.15,-0.748,Alpha,Citrate,Ethanol,31.74,6.5,4,Counter-diffusion,0
P05265,315,40.92,4.67,0.187,Alpha,HEPES,Ethanol,35.54,8.9,37,Hanging-drop,0
P05266,364,60.72,8.8,-0.635,Beta,Citrate,Ammonium sulfate,14.53,4.2,37,Hanging-drop,0
P05267,764,13.02,5.59,0.847,Beta,HEPES,MPD,39.03,8.7,20,Sitting-drop,0
P05268,90,122.43,4.32,0.777,Alpha,Tris,Ammonium sulfate,31.58,5.4,4,Hanging-drop,0
P05269,154,147.71,6.67,0.089,Mixed,Citrate,Ethanol,38.17,9.3,20,Dialysis,0
P05270,950,124.48,8.44,-0.101,Beta,HEPES,PEG 3350,8.81,4.4,4,Counter-diffusion,0
P05271,939,85.47,8.85,-0.795,Alpha,Phosphate,MPD,24.53,8.6,20,Batch under oil,0
P05272,242,47.82,9.89,0.647,Beta,Phosphate,Ethanol,33.57,6.9,20,Vapor diffusion,0
P05273,450,33.67,5.14,-0.241,Mixed,Phosphate,PEG 3350,8.12,5.1,25,Dialysis,0
P05274,327,57.79,5.76,-0.507,Mixed,Tris,Ethanol,21.99,6.4,25,Free interface diffusion,1
P05275,403,101.71,7.66,0.991,Beta,Citrate,MPD,32.92,5.7,25,Dialysis,0
P05276,798,69.82,8.87,0.337,Alpha,HEPES,MPD,6.73,5.3,4,Sitting-drop,0
P05277,986,140.44,5.4,-0.852,Alpha,Tris,MPD,30.11,7.4,4,Hanging-drop,0
P05278,782,128.86,6.46,0.603,Alpha,Phosphate,PEG 3350,38.9,7.7,25,Vapor diffusion,0
P05279,629,19.85,6.45,0.501,Mixed,Citrate,PEG 3350,6.97,4.6,25,Hanging-drop,0
P05280,758,24.07,8.64,-0.198,Mixed,HEPES,Ethanol,37.13,8.0,20,Free interface diffusion,1
P05281,305,103.05,5.45,-0.753,Mixed,HEPES,MPD,19.67,6.7,25,Hanging-drop,1
P05282,700,38.46,9.81,-0.005,Mixed,Citrate,Ammonium sulfate,5.85,6.9,20,Hanging-drop,0
P05283,873,119.7,7.06,0.527,Beta,Tris,Ammonium sulfate,17.18,8.1,20,Counter-diffusion,0
P05284,996,90.75,5.69,-0.848,Alpha,Citrate,MPD,15.64,6.4,4,Counter-diffusion,0
P05285,710,38.33,5.71,-0.673,Alpha,Tris,Ammonium sulfate,13.71,7.3,4,Free interface diffusion,0
P05286,148,74.41,4.11,0.238,Beta,Phosphate,Ammonium sulfate,34.0,6.8,4,Batch under oil,0
